0;Transverse aux secteurs
K2142;Animateur-coordinateur / Animatrice-coordinatrice de formation
K2143;Anthropologue
K2144;Directeur / Directrice d'école paramédicale
K2145;Formateur / Formatrice de formateurs
K2146;Responsable d'internat
K2147;Chef / Cheffe de travaux dans l'enseignement technique
K2148;Directeur / Directrice pédagogique
K2401;Chercheur / Chercheuse en sciences humaines et sociales
K2402;Ingénieur / Ingénieure de recherche scientifique
K2408;Mathématicien / Mathématicienne
K2409;Astronome
K2410;Astrophysicien / Astrophysicienne
K2411;Musicologue
M1217;Intendant / Intendante d'établissement scolaire (lycée, collège...)
M1406;Responsable RSE - Responsabilité Sociétale de l'Entreprise
M1616;Auxiliaire de gestion des écoles de conduite
86;Activites pour la sante humaine
;
D1203;Agent / Agente de soins en hydrothérapie
D1217;Socio-coiffeur / Socio-coiffeuse
D1222;Masseur / Masseuse bien-être
D1405;Conseiller / Conseillère en information médicale
D1412;Délégué médical hospitalier / Déléguée médicale hospitalière
D1413;Délégué / Déléguée pharmaceutique
D1428;Superviseur / Superviseuse technique et logistique en assistance de régulation médicale
D1436;Assistant / Assistante de régulation médicale (ARM)
G1220;Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées
G1233;Préparateur mental / Préparatrice mentale du sport
H1104;Directeur / Directrice des affaires médicales pharmaceutiques
H1105;Chef de projets santé / Cheffe de projets santé
H1223;Coordinateur / Coordinatrice d'études cliniques en industrie pharmaceutique
H1309;Technicien / Technicienne en radioprotection
H1529;Chargé / Chargée de matériovigilance
I1327;Technicien / Technicienne de maintenance en matériel biomédical
J1101;Médecin du travail et de prévention
J1102;Médecin généraliste
J1103;Dentiste
J1104;Homme sage-femme / Sage-femme
J1105;Médecin coordonnateur
J1106;Responsable médical / Responsable médicale en région (RMR-MSL) en industrie pharmaceutique
J1107;Médecin scolaire
J1108;Médecin régulateur
J1109;Médecin de la Protection Maternelle et Infantile -PMI-
J1110;Médecin légiste
J1111;Gynécologue
J1112;Oncologue
J1113;Dermatologue
J1114;Rhumatologue
J1115;Pédiatre
J1116;Gériatre
J1117;Hématologue
J1118;Radiologue
J1119;Chirurgien / Chirurgienne
J1120;Médecin phlébologue
J1121;Gastro-entérologue
J1122;Chirurgien plasticien / Chirurgienne plasticienne
J1123;Médecin des armées
J1124;Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)
J1125;Endocrinologue
J1126;Médecin du sport
J1127;Médecin urgentiste
J1128;Pneumologue
J1129;Allergologue
J1130;Oto-rhino-laryngologiste (ORL)
J1131;Psychiatre
J1132;Neurologue
J1133;Stomatologue
J1134;Ophtalmologue
J1135;Urologue
J1201;Biologiste médical / Biologiste médicale
J1202;Pharmacien / Pharmacienne
J1204;Directeur / Directrice de laboratoire d'analyses de biologie médicale
J1301;Agent / Agente de service hospitalier (ASH)
J1302;Technicien / Technicienne de laboratoires d'analyses médicales
J1303;Assistant / Assistante médico-technique
J1304;Auxiliaire de puériculture
J1305;Ambulancier / Ambulancière
J1306;Manipulateur / Manipulatrice d'électroradiologie médicale
J1307;Préparateur / Préparatrice en pharmacie
J1308;Brancardier / Brancardière
J1309;Agent / Agente de stérilisation de service hospitalier
J1310;Auxiliaire ambulancier / Auxiliaire ambulancière
J1311;Transporteur / Transporteuse de produits de santé
J1312;Assistant / Assistante dentaire
J1401;Audioprothésiste
J1402;Diététicien / Diététicienne
J1403;Ergothérapeute
J1404;Kinésithérapeute
J1405;Opticien / Opticienne
J1406;Orthophoniste
J1407;Orthoptiste
J1408;Ostéopathe
J1409;Pédicure-podologue
J1410;Prothésiste dentaire
J1411;Orthoprothésiste
J1412;Psychomotricien / Psychomotricienne
J1413;Physiothérapeute
J1414;Coordinateur / Coordinatrice en activité physique adaptée
J1415;Enseignant / Enseignante en activité physique adaptée (EAPA)
J1501;Aide-soignant / Aide-soignante
J1502;Cadre de santé d'unité de soins ou de service paramédical
J1503;Infirmier / Infirmière anesthésiste (IADE)
J1504;Infirmier / Infirmière de bloc opératoire (IBODE)
J1505;Infirmier / Infirmière de prévention
J1506;Infirmier / Infirmière en soins généraux (IDE)
J1507;Puériculteur / Puéricultrice
J1508;Infirmier / Infirmière en Pratique Avancée (IPA)
J1509;Responsable de secteur coordinateur / Responsable de secteur coordinatrice
J1510;Infirmier coordinateur / Infirmière coordinatrice (IDEC)
J1511;Infirmier / Infirmière scolaire
J1512;Infirmier / Infirmière de santé au travail
K1103;Conseiller / Conseillère en développement personnel
K1104;Psychologue
K1105;Art thérapeute
K1106;Sophrologue
K1108;Intervenant / Intervenante en médecine non conventionnelle
K1207;Educateur spécialisé / Educatrice spécialisée
K1214;Conseiller / Conseillère en génétique
K1220;Médiateur / Médiatrice en santé
K1301;Educateur / Educatrice en locomotion
K1302;Assistant / Assistante de vie dépendance
K1402;Médecin conseil
K1407;Directeur / Directrice d'établissement médicosocial
K1411;Médecin conseil en santé publique
K1414;Chargé / Chargée de mission santé publique
K1415;Directeur / Directrice d'établissement privé de santé
K1421;Directeur / Directrice de centre hospitalier
K2402;Ingénieur / Ingénieure de recherche scientifique
K2404;Chargé / Chargée de recherche en industrie pharmaceutique
K2405;Attaché / Attachée de recherche clinique en milieu hospitalier
M1212;Gestionnaire de lits
M1412;Ergonome
M1417;Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP
M1609;Secrétaire médical / Secrétaire médicale
M1617;Médecin responsable de la Documentation et de l'Information Médicale (Médecin responsable -DIM-)
M1880;Spécialiste e-santé
87;Hebergement medico-social et social
;
J1502;Cadre de santé d'unité de soins ou de service paramédical
J1505;Infirmier / Infirmière de prévention
J1506;Infirmier / Infirmière en soins généraux (IDE)
J1508;Infirmier / Infirmière en Pratique Avancée (IPA)
J1509;Responsable de secteur coordinateur / Responsable de secteur coordinatrice
J1510;Infirmier coordinateur / Infirmière coordinatrice (IDEC)
K1208;Moniteur éducateur / Monitrice éducatrice
K1209;Coordonnateur / Coordonnatrice de projet socioéducatif
K1220;Médiateur / Médiatrice en santé
K1225;Conseiller / Conseillère en économie sociale et familiale (CESF)
K1305;Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)
K1306;Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)
K1309;Assistant familial / Assistante familiale
K1311;Assistant / Assistante de vie aux familles
K1312;Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes
K1402;Médecin conseil
K1403;Directeur / Directrice de structure de santé, sociale ou pénitentiaire
K1407;Directeur / Directrice d'établissement médicosocial
K1408;Responsable de secteur d'aide à domicile
K1409;Responsable de structure sanitaire et sociale
K1413;Directeur / Directrice d'établissement à caractère social
K1415;Directeur / Directrice d'établissement privé de santé
K1421;Directeur / Directrice de centre hospitalier
K1810;Agent / Agente de développement d'habitat social
M1609;Secrétaire médical / Secrétaire médicale
M1713;Responsable d'associations de patients en industrie pharmaceutique
88;Action sociale sans hebergement
;
G1203;Animateur / Animatrice jeunesse
G1220;Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées
G1237;Directeur / Directrice d'accueil de loisirs sans hébergement
G1239;Responsable d'animation
G1241;Directeur / Directrice de centre de séjour de vacances
J1304;Auxiliaire de puériculture
J1505;Infirmier / Infirmière de prévention
J1507;Puériculteur / Puéricultrice
J1509;Responsable de secteur coordinateur / Responsable de secteur coordinatrice
K1101;Médiateur familial / Médiatrice familiale
K1102;Mandataire judiciaire à la protection des majeurs (MJPM)
K1107;Conseiller / Conseillère d’orientation psychologue
K1201;Assistant social / Assistante sociale
K1202;Educateur / Educatrice de jeunes enfants
K1203;Educateur technique spécialisé / Educatrice technique spécialisée
K1204;Médiateur social / Médiatrice sociale
K1205;Agent / Agente d'accueil social
K1206;Animateur coordinateur socioculturel / Animatrice coordinatrice socioculturelle
K1207;Educateur spécialisé / Educatrice spécialisée
K1208;Moniteur éducateur / Monitrice éducatrice
K1209;Coordonnateur / Coordonnatrice de projet socioéducatif
K1210;Educateur / Educatrice de la protection judiciaire de la jeunesse
K1211;Conseiller / Conseillère d'Insertion et de Probation -CIP-
K1213;Médiateur culturel / Médiatrice culturelle
K1215;Moniteur / Monitrice d’atelier en milieu de travail protégé
K1216;Responsable de structure multi accueil petite enfance
K1217;Animateur socioéducatif / Animatrice socioéducative
K1218;Responsable de maison de quartier
K1219;Directeur / Directrice de centre socioculturel
K1220;Médiateur / Médiatrice en santé
K1221;Ecoutant social / Ecoutante sociale
K1222;Coordinateur / Coordinatrice d'équipes de médiation
K1224;Encadrant / Encadrante technique d'insertion socioprofessionnelle
K1225;Conseiller / Conseillère en économie sociale et familiale (CESF)
K1226;Chargé / Chargée de médiation interculturelle
K1301;Educateur / Educatrice en locomotion
K1302;Assistant / Assistante de vie dépendance
K1303;Garde d'enfant
K1304;Employé familial / Employée familiale
K1305;Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)
K1306;Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)
K1307;Animateur / Animatrice petite enfance
K1309;Assistant familial / Assistante familiale
K1310;Assistant maternel / Assistante maternelle
K1311;Assistant / Assistante de vie aux familles
K1313;Employé / Employée au pair
K1314;Auxiliaire de vie sociale auprès d'enfants
K1403;Directeur / Directrice de structure de santé, sociale ou pénitentiaire
K1407;Directeur / Directrice d'établissement médicosocial
K1408;Responsable de secteur d'aide à domicile
K1409;Responsable de structure sanitaire et sociale
K1414;Chargé / Chargée de mission santé publique
K1502;Inspecteur / Inspectrice du travail
K1801;Conseiller / Conseillère en insertion professionnelle
K1805;Chargé / Chargée de développement social
K1808;Chargé / Chargée de développement culturel
K1810;Agent / Agente de développement d'habitat social
K1811;Chargé / Chargée de projet en aménagement du territoire
K1812;Chargé / Chargée de projet emploi
K1814;Chargé / Chargée d'emploi en entreprise de travail temporaire
K1815;Chargé / Chargée de mission emploi formation
K2112;Conseiller / Conseillère d'orientation
K2113;Accompagnant / Accompagnante des élèves en situation de handicap (AESH)
M1304;Directeur / Directrice d'unité de services au public
9;Services de soutien aux industries extractives
;
F1105;Géologue
F1128;Géotechnicien / Géotechnicienne
F1143;Géophysicien / Géophysicienne
F1401;Foreur / Foreuse
H2804;Pilote de centrale de béton
90;Activites creatives, artistiques et de spectacle
;
A1508;Dresseur animalier / Dresseuse animalière
B1101;Artiste Plasticien / Plasticienne
B1201;Céramiste
B1302;Décorateur / Décoratrice d'objets d'art
B1303;Graveur / Graveuse d'art
B1304;Artisan démonstrateur / Artisane démonstratrice
B1403;Restaurateur / Restauratrice de livres anciens
B1601;Métallier / Métallière d'art
B1602;Souffleur / Souffleuse de verre
B1605;Bijoutier / Bijoutière
B1606;Joaillier / Joaillière
B1609;Responsable d'atelier en bijouterie ou joaillerie
B1610;Sertisseur / Sertisseuse en bijouterie ou joaillerie
B1612;Concepteur / Conceptrice numérique en bijouterie joaillerie
B1613;Orfèvre
B1614;Monteur / Monteuse en orfèvrerie
B1615;Orfèvre tourneur repousseur / Orfèvre tourneuse repousseuse
B1806;Tapissier / Tapissière d'ameublement
E1107;Chef / Cheffe de projet événementiel
E1111;Game master
E1205;Designer graphique
E1211;Dessinateur-illustrateur / Dessinatrice-illustratrice
G1223;Animateur / Animatrice en site de divertissement
G1225;Ouvreur / Ouvreuse de salle de spectacles
G1409;Manager en restauration rapide
G1414;Directeur / Directrice d'exploitation de site de divertissement
H3407;Metteur au bain / Metteuse au bain argenture - dorure en orfèvrerie
H3408;Metteur au point polisseur / Metteuse au point polisseuse sur matrice en orfèvrerie
I1329;Technicien / Technicienne de maintenance en audio-vidéo professionnelle
K1213;Médiateur culturel / Médiatrice culturelle
K1605;Commissaire d'exposition
K2411;Musicologue
L1101;DJ
L1104;Animateur / Animatrice événementiel
L1201;Danseur / Danseuse
L1202;Musicien / Musicienne
L1203;Comédien / Comédienne
L1204;Artiste de cirque
L1205;Artiste-interprète
L1206;Cavalier / Cavalière de spectacle
L1207;Cascadeur / Cascadeuse
L1208;Mascotte-personnage
L1209;Performeur / Performeuse de cabaret
L1210;Orchestrateur / Orchestratrice
L1211;Chorégraphe
L1301;Metteur / Metteuse en scène
L1302;Producteur / Productrice de film
L1303;Agent / Agente de talent
L1305;Directeur / Directrice artistique spectacle
L1306;Réalisateur / Réalisatrice audiovisuel
L1307;Assistant / Assistante mise en scène
L1308;Directeur / Directrice de production audiovisuelle et cinéma
L1501;Maquilleur / Maquilleuse spectacle
L1502;Costumier / Costumière
L1503;Accessoiriste
L1504;Eclairagiste
L1505;Opérateur / Opératrice de prise de vues
L1506;Machiniste spectacle
L1508;Régisseur / Régisseuse du son
L1509;Régisseur / Régisseuse de production
L1511;Technicien / Technicienne spectacle en site de divertissement
L1512;Régisseur / Régisseuse de spectacles
L1513;Scénographe
L1514;Chef opérateur / Cheffe opératrice image
L1515;Technicien / Technicienne plateau
L1516;Coiffeur / Coiffeuse spectacle
L1517;Chef coiffeur / Cheffe coiffeuse spectacle
L1518;Chef habilleur / Cheffe habilleuse
L1519;Technicien / Technicienne vidéo
L1520;Concepteur / Conceptrice de costumes
L1521;Chef / Cheffe accessoiriste
L1522;Opérateur / Opératrice d'effets visuels physiques audiovisuel et cinéma
L1523;Artificier / Artificière spectacle
L1524;Chef décorateur / Cheffe décoratrice spectacle
L1525;Chef / Cheffe machiniste spectacle
L1526;Régisseur / Régisseuse de scène
L1527;Chef constructeur / Cheffe constructrice en décors
91;Bibliotheques, archives, musees et autres activites culturelles
;
A1204;Garde de parc naturel
E1105;Editeur / Editrice
G1101;Agent / Agente d'accueil touristique
G1106;Animateur / Animatrice du patrimoine
G1242;Médiateur / Médiatrice scientifique
K1213;Médiateur culturel / Médiatrice culturelle
K1601;Documentaliste
K1602;Conservateur / Conservatrice du patrimoine
K1603;Bibliothécaire
K1604;Directeur / Directrice d'établissement culturel
K1605;Commissaire d'exposition
K1606;Responsable de la conservation préventive
K1607;Conservateur / Conservatrice des antiquités et objets d'art
K2125;Archéologue
L1204;Artiste de cirque
L1303;Agent / Agente de talent
92;Organisation de jeux de hasard et d'argent
;
G1206;Croupier / Croupière
93;Activites sportives, recreatives et de loisirs
;
A1208;Jardinier / Jardinière paysagiste
A1209;Elagueur / Elagueuse
A1214;Patrouilleur modeleur / Patrouilleuse modeleuse VTT
A1502;Maréchal-ferrant / Maréchale-ferrante
A1506;Soigneur animalier / Soigneuse animalière
A1510;Préparateur / Préparatrice d'équidés
B1101;Artiste Plasticien / Plasticienne
B1304;Artisan démonstrateur / Artisane démonstratrice
C1506;Responsable de projet immobilier
D1211;Vendeur / Vendeuse d'articles de sport et loisirs
D1235;Plagiste
D1415;Chargé / Chargée de relation client
E1107;Chef / Cheffe de projet événementiel
E1111;Game master
E1117;Wedding planner
F1303;Conducteur / Conductrice d'engin de damage
G1101;Agent / Agente d'accueil touristique
G1106;Animateur / Animatrice du patrimoine
G1202;Animateur / Animatrice d'atelier artistique ou ludique
G1203;Animateur / Animatrice jeunesse
G1204;Educateur sportif / Educatrice sportive
G1205;Opérateur / Opératrice d'attraction
G1207;Surveillant / Surveillante de baignade
G1208;Entraîneur / Entraîneure de sport professionnel et de haut niveau
G1209;Animateur / Animatrice de loisirs sportifs
G1210;Enseignant / Enseignante d'équitation
G1211;Analyste de la performance sportive
G1212;Animateur socio-sportif / Animatrice socio-sportive
G1213;Chargé / Chargée de développement d'activités sportives
G1214;Directeur sportif / Directrice sportive
G1215;Educateur sportif / Educatrice sportive Santé
G1216;Moniteur / Monitrice de sport nature
G1217;Moniteur / Monitrice en salle de sport
G1218;Préparateur / Préparatrice physique
G1219;Recruteur sportif / Recruteuse sportive
G1221;Responsable des attractions
G1223;Animateur / Animatrice en site de divertissement
G1224;Maître-nageur sauveteur / Maître-nageuse sauveteuse
G1226;Chef / Cheffe de bassin
G1228;Guide de haute montagne
G1229;Guide-accompagnateur / Guide-accompagnatrice de pêche
G1230;Guide de tourisme équestre
G1232;Opérateur / Opératrice de parcours acrobatique dans les arbres
G1234;Musher guide de randonnée en traîneau
G1235;Animateur / Animatrice de séjour de vacances
G1236;Animateur / Animatrice de club de vacances
G1237;Directeur / Directrice d'accueil de loisirs sans hébergement
G1238;Animateur / Animatrice d'atelier multimédia
G1239;Responsable d'animation
G1240;Animateur / Animatrice nature environnement
G1241;Directeur / Directrice de centre de séjour de vacances
G1403;Directeur / Directrice de structure touristique
G1405;Directeur / Directrice de structure sportive
G1406;Directeur / Directrice d'équipement sportif
G1412;Directeur / Directrice de parc à thème
G1414;Directeur / Directrice d'exploitation de site de divertissement
I1105;Responsable de maintenance et d'exploitation
I1331;Nivoculteur / Nivocultrice
I1618;Mécanicien / Mécanicienne en matériels motorisés de parcs et jardins
K1604;Directeur / Directrice d'établissement culturel
K1726;Pisteur / Pisteuse secouriste
K1728;Régulateur / Régulatrice de secours en montagne
L1101;DJ
L1201;Danseur / Danseuse
L1204;Artiste de cirque
L1205;Artiste-interprète
L1206;Cavalier / Cavalière de spectacle
L1208;Mascotte-personnage
L1209;Performeur / Performeuse de cabaret
L1211;Chorégraphe
L1303;Agent / Agente de talent
L1401;Sportif professionnel / Sportive professionnelle
L1402;Arbitre professionnel / Professionnelle de discipline sportive
L1503;Accessoiriste
L1506;Machiniste spectacle
L1509;Régisseur / Régisseuse de production
L1512;Régisseur / Régisseuse de spectacles
L1516;Coiffeur / Coiffeuse spectacle
L1517;Chef coiffeur / Cheffe coiffeuse spectacle
L1519;Technicien / Technicienne vidéo
L1521;Chef / Cheffe accessoiriste
L1524;Chef décorateur / Cheffe décoratrice spectacle
L1525;Chef / Cheffe machiniste spectacle
L1526;Régisseur / Régisseuse de scène
L1527;Chef constructeur / Cheffe constructrice en décors
M1610;Intendant / Intendante du sport
N2206;Pilote de drone
N3102;Marin
N4402;Conducteur / Conductrice de remontées mécaniques
94;Activites des organisations associatives
;
A1202;Agent / Agente d'entretien des espaces naturels
A1304;Conseiller / Conseillère technique agricole
A1306;Chargé / Chargée de mission biodiversité
A1307;Ingénieur forestier / Ingénieure forestière
A1312;Directeur / Directrice environnement
A1313;Chargé / Chargée de mission environnement
A1440;Cultivateur urbain / Cultivatrice urbaine
E1122;Transcripteur adaptateur / Transcriptrice adaptatrice
G1203;Animateur / Animatrice jeunesse
G1212;Animateur socio-sportif / Animatrice socio-sportive
G1214;Directeur sportif / Directrice sportive
G1215;Educateur sportif / Educatrice sportive Santé
G1216;Moniteur / Monitrice de sport nature
G1218;Préparateur / Préparatrice physique
G1224;Maître-nageur sauveteur / Maître-nageuse sauveteuse
G1226;Chef / Cheffe de bassin
G1239;Responsable d'animation
G1240;Animateur / Animatrice nature environnement
G1241;Directeur / Directrice de centre de séjour de vacances
J1415;Enseignant / Enseignante en activité physique adaptée (EAPA)
K1209;Coordonnateur / Coordonnatrice de projet socioéducatif
K1212;Ministre du culte
K1213;Médiateur culturel / Médiatrice culturelle
K1217;Animateur socioéducatif / Animatrice socioéducative
K1220;Médiateur / Médiatrice en santé
K1225;Conseiller / Conseillère en économie sociale et familiale (CESF)
K1226;Chargé / Chargée de médiation interculturelle
L1506;Machiniste spectacle
L1523;Artificier / Artificière spectacle
M1304;Directeur / Directrice d'unité de services au public
M1418;Recruteur / Recruteuse de donateurs
M1610;Intendant / Intendante du sport
M1713;Responsable d'associations de patients en industrie pharmaceutique
N4108;Conducteur accompagnateur / Conductrice accompagnatrice de personnes à mobilité réduite
N4117;Conducteur / Conductrice d'attelage
95;Reparation d'ordinateurs et de biens personnels et domestiques
;
B1811;Sellier-garnisseur / Sellière-garnisseuse
D1206;Cordonnier / Cordonnière
D1207;Retoucheur / Retoucheuse en habillement
I1401;Technicien / Technicienne de maintenance en informatique
I1407;Réparateur / Réparatrice en produits de télécommunication et multimédia
I1408;Technicien-réparateur / Technicienne-réparatrice d'appareils photographiques
I1409;Agent / Agente de maintenance en bureautique
I1410;Responsable Service Après-Vente -SAV- en électroménager
96;Autres services personnels
;
A1426;Educateur canin / Educatrice canine
A1447;Herboriste
A1503;Toiletteur / Toiletteuse d'animaux
A1509;Comportementaliste animalier / Comportementaliste animalière
A1511;Gardien / Gardienne d'animaux
D1202;Coiffeur / Coiffeuse
D1203;Agent / Agente de soins en hydrothérapie
D1208;Esthéticien / Esthéticienne
D1215;Posticheur / Posticheuse
D1216;Coiffeur barbier / Coiffeuse barbière
D1217;Socio-coiffeur / Socio-coiffeuse
D1220;Gérant / Gérante salon de coiffure
D1222;Masseur / Masseuse bien-être
D1225;Responsable d'institut de beauté
D1226;Nettoyeur / Nettoyeuse en cuir et peausserie
D1228;Employé / Employée de laverie automatique
D1229;Responsable de pressing
D1231;Spa Praticien / Spa Praticienne
D1236;Repasseur / Repasseuse
D1237;Socio-esthéticien / Socio-esthéticienne
D1239;Perceur corporel / Perceuse corporelle
D1240;Prothésiste ongulaire
D1241;Conseiller / Conseillère en image personnelle
D1242;Linger / Lingère
D1304;Responsable de station de lavage
I1204;Agent / Agente d'entretien des piscines
K1103;Conseiller / Conseillère en développement personnel
K1106;Sophrologue
K1302;Assistant / Assistante de vie dépendance
K1304;Employé familial / Employée familiale
K1306;Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)
K1311;Assistant / Assistante de vie aux familles
K1313;Employé / Employée au pair
K1408;Responsable de secteur d'aide à domicile
K2139;Chargé / Chargée de bilan professionnel
K2505;Enquêteur privé / Enquêtrice privée
K2601;Porteur / Porteuse funéraire
K2602;Conseiller / Conseillère funéraire
K2603;Thanatopracteur / Thanatopractrice
K2604;Agent / Agente de crématorium
K2605;Maître / Maîtresse de cérémonie funéraire
N2207;Agent / Agente d'accompagnement du transport
N4108;Conducteur accompagnateur / Conductrice accompagnatrice de personnes à mobilité réduite
N4129;Conducteur / Conductrice de corbillard
97;Activites des menages en tant qu'employeurs de personnel domestique
;
K1302;Assistant / Assistante de vie dépendance
K1306;Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)
K1311;Assistant / Assistante de vie aux familles
98;Activites indifferenciees des menages en tant que producteurs de biens et services pour usage propre
;
K1304;Employé familial / Employée familiale
99;Activites des organisations et organismes extraterritoriaux
;
